Wavelenght	Global Total Spectral Irradiance. tilt 37Deg
2170	0.08
2171	0.08
2172	0.08
2173	0.08
2174	0.08
2175	0.08
2176	0.08
2177	0.08
2178	0.08
2179	0.08
2180	0.08
2181	0.08
2182	0.08
2183	0.08
2184	0.08
2185	0.07
2186	0.08
2187	0.08
2188	0.08
2189	0.08
2190	0.08
2191	0.08
2192	0.08
2193	0.08
2194	0.08
2195	0.08
2196	0.08
2197	0.08
2198	0.07
2199	0.07
2200	0.07
2201	0.07
2202	0.07
2203	0.07
2204	0.07
2205	0.07
2206	0.08
2207	0.08
2208	0.08
2209	0.08
2210	0.08
2211	0.08
2212	0.08
2213	0.08
2214	0.08
2215	0.08
2216	0.08
2217	0.08
2218	0.08
2219	0.08
2220	0.08
2221	0.08
2222	0.08
2223	0.08
2224	0.08
2225	0.08
2226	0.08
2227	0.08
2228	0.08
2229	0.08
2230	0.08
2231	0.08
2232	0.08
2233	0.07
2234	0.07
2235	0.07
2236	0.07
2237	0.07
2238	0.07
2239	0.07
2240	0.07
2241	0.07
2242	0.07
2243	0.07
2244	0.07
2245	0.07
2246	0.07
2247	0.07
2248	0.07
2249	0.07
2250	0.07
2251	0.07
2252	0.07
2253	0.07
2254	0.07
2255	0.07
2256	0.07
2257	0.07
2258	0.07
2259	0.07
2260	0.07
2261	0.07
2262	0.07
2263	0.07
2264	0.07
2265	0.07
2266	0.07
2267	0.07
2268	0.07
2269	0.07
2270	0.06
2271	0.06
2272	0.06
2273	0.06
2274	0.06
2275	0.06
2276	0.06
2277	0.06
2278	0.07
2279	0.07
2280	0.07
2281	0.07
2282	0.07
2283	0.06
2284	0.06
2285	0.06
2286	0.06
2287	0.06
2288	0.06
2289	0.06
2290	0.06
2291	0.06
2292	0.06
2293	0.06
2294	0.06
2295	0.06
2296	0.06
2297	0.06
2298	0.06
2299	0.06
2300	0.06
2301	0.06
2302	0.06
2303	0.06
2304	0.06
2305	0.06
2306	0.06
2307	0.06
2308	0.06
2309	0.06
2310	0.06
2311	0.06
2312	0.06
2313	0.06
2314	0.06
2315	0.06
2316	0.06
2317	0.06
2318	0.05
2319	0.05
2320	0.05
2321	0.05
2322	0.05
2323	0.05
2324	0.06
2325	0.06
2326	0.06
2327	0.06
2328	0.06
2329	0.06
2330	0.06
2331	0.06
2332	0.06
2333	0.06
2334	0.06
2335	0.06
2336	0.06
2337	0.05
2338	0.05
2339	0.05
2340	0.05
2341	0.05
2342	0.05
2343	0.05
2344	0.05
2345	0.05
2346	0.05
2347	0.05
2348	0.05
2349	0.04
2350	0.04
2351	0.04
2352	0.04
2353	0.05
2354	0.05
2355	0.05
2356	0.05
2357	0.05
2358	0.05
2359	0.05
2360	0.05
2361	0.05
2362	0.05
2363	0.05
2364	0.05
2365	0.05
2366	0.05
2367	0.04
2368	0.04
2369	0.03
2370	0.03
2371	0.03
2372	0.04
2373	0.04
2374	0.04
2375	0.04
2376	0.04
2377	0.04
2378	0.04
2379	0.04
2380	0.04
2381	0.04
2382	0.04
2383	0.04
2384	0.03
2385	0.03
2386	0.03
2387	0.03
2388	0.03
2389	0.04
2390	0.04
2391	0.04
2392	0.04
2393	0.04
2394	0.04
2395	0.04
2396	0.04
2397	0.04
2398	0.04
2399	0.04
2400	0.04
2401	0.04
2402	0.04
2403	0.04
2404	0.04
2405	0.03
2406	0.03
2407	0.03
2408	0.03
2409	0.03
2410	0.03
2411	0.03
2412	0.03
2413	0.03
2414	0.03
2415	0.03
2416	0.03
2417	0.03
2418	0.03
2419	0.03
2420	0.03
2421	0.03
2422	0.03
2423	0.03
2424	0.03
2425	0.03
2426	0.04
2427	0.04
2428	0.04
2429	0.04
2430	0.05
2431	0.04
2432	0.03
2433	0.03
2434	0.02
2435	0.01
2436	0.02
2437	0.03
2438	0.03
2439	0.04
2440	0.04
2441	0.04
2442	0.03
2443	0.03
2444	0.03
2445	0.02
2446	0.02
2447	0.02
2448	0.02
2449	0.02
2450	0.01
2451	0.02
2452	0.02
2453	0.02
2454	0.02
2455	0.02
2456	0.03
2457	0.03
2458	0.03
2459	0.03
2460	0.03
2461	0.03
2462	0.03
2463	0.03
2464	0.03
2465	0.02
2466	0.02
2467	0.02
2468	0.02
2469	0.02
2470	0.02
2471	0.02
2472	0.02
2473	0.02
2474	0.02
2475	0.02
2476	0.01
2477	0.01
2478	0.01
2479	0.01
2480	0.01
2481	0.01
2482	0.01
2483	0.01
2484	0.01
2485	0.01
2486	0.01
2487	0
2488	0
2489	0
2490	0
2491	0
2492	0
2493	0
2494	0
2495	0
2496	0
2497	0
2498	0.01
2499	0.01
2500	0.01
2501	0.01
2502	0
2503	0
2504	0
2505	0
2506	0
2507	0
2508	0
2509	0
2510	0
2511	0
2512	0
2513	0
2514	8.58e-4
2515	5.19e-4
2516	4.89e-4
2517	4.59e-4
2518	4.3e-4
2519	4e-4
2520	3.71e-4
2521	3.05e-4
2522	2.39e-4
2523	1.73e-4
2524	1.07e-4
2525	4.14e-5
2526	3.32e-5
2527	2.51e-5
2528	1.69e-5
2529	8.79e-6
2530	6.36e-7
2531	5.44e-7
2532	4.52e-7
2533	3.59e-7
2534	2.67e-7
2535	1.75e-7
2536	2.15e-7
2537	2.56e-7
2538	2.96e-7
2539	3.37e-7
2540	3.77e-7
2541	3.02e-7
2542	2.26e-7
2543	1.51e-7
2544	7.55e-8
2545	5.38e-11
2546	4.31e-11
2547	3.24e-11
2548	2.17e-11
2549	1.1e-11
2550	2.82e-13
2551	2.09e-10
2552	4.18e-10
2553	6.26e-10
2554	8.35e-10
2555	1.04e-9
2556	8.41e-10
2557	6.39e-10
2558	4.36e-10
2559	2.34e-10
2560	3.1e-11
2561	2.48e-11
2562	1.86e-11
2563	1.24e-11
2564	6.22e-12
2565	1.6e-14
2566	1.28e-14
2567	9.57e-15
2568	6.38e-15
2569	3.19e-15
2570	1.53e-18
2571	1.22e-18
2572	9.15e-19
2573	6.1e-19
2574	3.05e-19
2575	1.08e-27
2576	7.64e-23
2577	1.53e-22
2578	2.29e-22
2579	3.06e-22
2580	3.82e-22
2581	3.06e-22
2582	2.29e-22
2583	1.53e-22
2584	7.64e-23
2585	1.72e-34
2586	1.1e-31
2587	2.19e-31
2588	3.29e-31
2589	4.38e-31
2590	5.48e-31
2591	4.39e-31
2592	3.3e-31
2593	2.21e-31
2594	1.11e-31
2595	2.28e-33
2596	8.98e-29
2597	1.8e-28
2598	2.69e-28
2599	3.59e-28
2600	4.49e-28
2601	3.59e-28
2602	2.69e-28
2603	1.8e-28
2604	8.98e-29
2605	5.81e-35
2606	1.65e-34
2607	2.73e-34
2608	3.8e-34
2609	4.87e-34
2610	5.94e-34
2611	4.76e-34
2612	3.57e-34
2613	2.38e-34
2614	1.19e-34
2615	1.12e-37
2616	1.13e-29
2617	2.26e-29
2618	3.39e-29
2619	4.52e-29
2620	5.65e-29
2621	1.23e-28
2622	1.89e-28
2623	2.55e-28
2624	3.21e-28
2625	3.87e-28
2626	3.09e-28
2627	2.32e-28
2628	1.55e-28
2629	7.74e-29
2630	2.8e-45
2631	7.81e-17
2632	1.56e-16
2633	2.34e-16
2634	3.12e-16
2635	3.9e-16
2636	3.36e-16
2637	2.81e-16
2638	2.27e-16
2639	1.72e-16
2640	1.18e-16
2641	9.42e-17
2642	7.09e-17
2643	4.75e-17
2644	2.42e-17
2645	9e-19
2646	7.48e-19
2647	5.97e-19
2648	4.46e-19
2649	2.94e-19
2650	1.43e-19
2651	1.14e-19
2652	8.58e-20
2653	5.72e-20
2654	2.86e-20
2655	1.31e-27
2656	5.32e-26
2657	1.05e-25
2658	1.57e-25
2659	2.09e-25
2660	2.61e-25
2661	2.09e-25
2662	1.56e-25
2663	1.04e-25
2664	5.21e-26
2665	1.11e-37
2666	8.9e-38
2667	6.67e-38
2668	4.45e-38
2669	2.22e-38
2670	0
2671	0
2672	0
2673	0
2674	0
2675	0
2676	0
2677	0
2678	0
2679	0
2680	0
2681	0
2682	0
2683	0
2684	0
2685	0
2686	2.05e-30
2687	4.09e-30
2688	6.14e-30
2689	8.18e-30
2690	1.02e-29
2691	8.18e-30
2692	6.14e-30
2693	4.09e-30
2694	2.05e-30
2695	7.13e-33
2696	5.7e-33
2697	4.28e-33
2698	2.85e-33
2699	1.43e-33
2700	0
2701	5.86e-43
2702	1.17e-42
2703	1.76e-42
2704	2.35e-42
2705	2.93e-42
2706	2.25e-36
2707	4.5e-36
2708	6.75e-36
2709	9e-36
2710	1.13e-35
2711	7.71e-27
2712	1.54e-26
2713	2.31e-26
2714	3.08e-26
2715	3.86e-26
2716	3.08e-26
2717	2.31e-26
2718	1.54e-26
2719	7.71e-27
2720	5.61e-45
2721	1.46e-22
2722	2.92e-22
2723	4.38e-22
2724	5.83e-22
2725	7.29e-22
2726	1.22e-19
2727	2.43e-19
2728	3.65e-19
2729	4.86e-19
2730	6.07e-19
2731	4.87e-19
2732	3.67e-19
2733	2.46e-19
2734	1.26e-19
2735	5.49e-21
2736	4.39e-21
2737	3.29e-21
2738	2.2e-21
2739	1.1e-21
2740	2.33e-27
2741	2.63e-24
2742	5.26e-24
2743	7.89e-24
2744	1.05e-23
2745	1.31e-23
2746	1.05e-23
2747	7.89e-24
2748	5.26e-24
2749	2.63e-24
2750	1.66e-28
2751	1.33e-28
2752	9.99e-29
2753	6.66e-29
2754	3.33e-29
2755	6.73e-44
2756	5.38e-44
2757	4.04e-44
2758	2.69e-44
2759	1.35e-44
2760	0
2761	5.36e-28
2762	1.07e-27
2763	1.61e-27
2764	2.14e-27
2765	2.68e-27
2766	1.68e-24
2767	3.35e-24
2768	5.03e-24
2769	6.7e-24
2770	8.38e-24
2771	6.7e-24
2772	5.03e-24
2773	3.35e-24
2774	1.68e-24
2775	4e-38
2776	9.62e-35
2777	1.92e-34
2778	2.88e-34
2779	3.85e-34
2780	4.81e-34
2781	7.77e-28
2782	1.55e-27
2783	2.33e-27
2784	3.11e-27
2785	3.89e-27
2786	2.43e-17
2787	4.87e-17
2788	7.3e-17
2789	9.74e-17
2790	1.22e-16
2791	1.7e-16
2792	2.18e-16
2793	2.66e-16
2794	3.14e-16
2795	3.62e-16
2796	3.3e-13
2797	6.6e-13
2798	9.89e-13
2799	1.32e-12
2800	1.65e-12
2801	1.33e-12
2802	1.02e-12
2803	7e-13
2804	3.84e-13
2805	6.75e-14
2806	8.05e-11
2807	1.61e-10
2808	2.41e-10
2809	3.22e-10
2810	4.02e-10
2811	3.79e-10
2812	3.56e-10
2813	3.33e-10
2814	3.1e-10
2815	2.87e-10
2816	2.34e-10
2817	1.8e-10
2818	1.27e-10
2819	7.38e-11
2820	2.05e-11
2821	3.52e-8
2822	7.04e-8
2823	1.06e-7
2824	1.41e-7
2825	1.76e-7
2826	9.21e-7
2827	1.67e-6
2828	2.41e-6
2829	3.16e-6
2830	3.9e-6
2831	3.12e-6
2832	2.34e-6
2833	1.56e-6
2834	7.8e-7
2835	2.13e-10
2836	3.94e-8
2837	7.86e-8
2838	1.18e-7
2839	1.57e-7
2840	1.96e-7
2841	8.27e-6
2842	1.63e-5
2843	2.44e-5
2844	3.25e-5
2845	4.06e-5
2846	3.27e-5
2847	2.48e-5
2848	1.69e-5
2849	9.04e-6
2850	1.16e-6
2851	1.02e-6
2852	8.73e-7
2853	7.32e-7
2854	5.9e-7
2855	4.49e-7
2856	5.43e-6
2857	1.04e-5
2858	1.54e-5
2859	2.04e-5
2860	2.54e-5
2861	5.38e-5
2862	8.23e-5
2863	1.11e-4
2864	1.39e-4
2865	1.68e-4
2866	1.35e-4
2867	1.03e-4
2868	7.08e-5
2869	3.86e-5
2870	6.31e-6
2871	8.34e-5
2872	1.6e-4
2873	2.38e-4
2874	3.15e-4
2875	3.92e-4
2876	3.63e-4
2877	3.34e-4
2878	3.05e-4
2879	2.76e-4
2880	2.47e-4
2881	2.88e-4
2882	3.3e-4
2883	3.71e-4
2884	4.12e-4
2885	4.53e-4
2886	4e-4
2887	3.46e-4
2888	2.93e-4
2889	2.4e-4
2890	1.86e-4
2891	6.82e-4
2892	0
2893	0
2894	0
2895	0
2896	0
2897	0
2898	0
2899	0
2900	8.12e-4
2901	6.71e-4
2902	5.31e-4
2903	3.91e-4
2904	2.51e-4
2905	1.11e-4
2906	6.33e-4
2907	0
2908	0
2909	0
2910	0
2911	0
2912	0
2913	0
2914	0
2915	0
2916	0
2917	0
2918	0
2919	0
2920	0
2921	0
2922	0
2923	0
2924	0
2925	0
2926	0
2927	0
2928	0
2929	0
2930	0.01
2931	0.01
2932	0.01
2933	0.01
2934	0.01
2935	0.01
2936	0.01
2937	0
2938	0
2939	0
2940	0
2941	0
2942	0
2943	0
2944	0
2945	0
2946	0
2947	0
2948	0
2949	0
2950	0.01
2951	0
2952	0
2953	0
2954	0
2955	0
2956	0
2957	0
2958	0
2959	0
2960	0
2961	0.01
2962	0.01
2963	0.01
2964	0.01
2965	0.01
2966	0.01
2967	0
2968	0
2969	0
2970	3.52e-4
2971	4.53e-4
2972	5.53e-4
2973	6.54e-4
2974	7.54e-4
2975	8.54e-4
2976	9.51e-4
2977	0
2978	0
2979	0
2980	0
2981	0
2982	0
2983	0
2984	0.01
2985	0.01
2986	0.01
2987	0.01
2988	0.01
2989	0.01
2990	0.01
2991	0.01
2992	0.01
2993	0.01
2994	0.01
2995	0
2996	0
2997	0.01
2998	0.01
2999	0.01
3000	0.01
